,FoodName,FoodGroup,FoodSubGroup,PerServingHouseholdMeasure,Energy_kcal,Carbohydrate_g,Protein_g,Totalfat_g,Saturatedfat_g,Dietaryfibre_g,Cholestrol_mg,Sodium_mg,Energy_kcal%,Carbohydrate_g%,Protein_g%,Totalfat_g%,Saturatedfat_g%,Dietaryfibre_g%,Cholestrol_mg%,Sodium_mg%,RRR',T',T'c,RRR,TOri
2664,Sweetened drink (HCS),HEALTHIER CHOICE SYMBOL (HCS) PRODUCTS,Beverages and sweetened drinks,Can (300g),78,19.8,0,0,0,0.3,0,9,3.9,6.6,0,0,0,1.2,0,0.375,0.242602463,2.821969697,0.575912183,0.561403509,0
2665,Swiss roll,CEREAL AND CEREAL PRODUCTS,Breads and rolls,Slice (56g),202.16,19.94,4.09,11.82,7.45,0.84,62.33,95.2,10.108,6.646666667,5.453333333,18.46875,37.25,3.36,20.77666667,3.966666667,0.275255684,10.12695707,0.911681407,0.244470745,0.176919623
2666,Swordfish,FISH AND FISH PRODUCTS,Fish and roe,Piece (288g),385.92,0,53.57,19.07,5.53,0,161.28,270.72,19.296,0,71.42666667,29.796875,27.65,0,53.76,11.28,1.580431794,14.025625,0.691053656,1.275635645,0.285436312
2667,Syrup limau,BEVERAGES,Non-alcoholic beverages,Glass (250ml) (250g),109.7,26.13,0.45,0.35,0,1.33,0,2.95,5.485,8.71,0.6,0.546875,0,5.32,0,0.122916667,0.947133414,3.562657828,0.549368979,2.111300988,0.005238737
2668,Syrup golden,SUGARS SWEETS AND CONFECTIONERY,Sugars syrups,Tablespoon (20g),57.4,14.98,0.06,0,0,0,0,26,2.87,4.993333333,0.08,0,0,0,0,1.083333333,0.019229649,2.51020202,0.648631013,0.040472175,0
2669,Syrup maple,SUGARS SWEETS AND CONFECTIONERY,Sugars syrups,Tablespoon (20g),50.43,13,0,0,0,0,0,2,2.5215,4.333333333,0,0,0,0,0,0.083333333,0,1.936868687,0.550012406,0,0
2670,Syrup rose,SUGARS SWEETS AND CONFECTIONERY,Sugars syrups,Tablespoon (18g),48.23,12.06,0,0,0,0,0,0.72,2.4115,4.02,0,0,0,0,0,0.03,0,1.805151515,0.529137187,0,0
2671,Syrups table blends corn refiner  and sugar,SUGARS SWEETS AND CONFECTIONERY,Sugars syrups,Cup (316g),1008.04,265.12,0,0,0,0,0,224.36,50.402,88.37333333,0,0,0,0,0,9.348333333,0,35.58520202,0.692292168,0,0
2672,Sze chaun hot and sour soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (360g),172.8,9,14.04,9,2.88,2.88,79.2,1314,8.64,3,18.72,14.0625,14.4,11.52,26.4,54.75,0.703809338,24.01265152,2.490938954,0.580477973,0.134710373
2673,Szechuan chicken,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-20cm (290g),579.45,20.3,44.37,35.38,13.63,2.03,281.3,2465,28.9725,6.766666667,59.16,55.28125,68.15,8.12,93.76666667,102.7083333,0.558356677,55.21107323,1.842057661,0.458314529,0.529561443
2674,Taho sambal blachan(HCS),MISCELLANEOUS,Sauces gravies (manufactured),Whole (180g),570.6,57.06,8.46,34.2,2.34,4.86,21.6,703.8,28.53,19.02,11.28,53.4375,11.7,19.44,7.2,29.325,0.793906616,34.24810606,1.159773317,0.800469025,0.511899416
2675,Taiwanese pork sausage,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Piece (55g),198,7.43,8.58,14.91,6.88,0,18.7,343.2,9.9,2.476666667,11.44,23.296875,34.4,0,6.233333333,14.3,0.417304104,13.76623106,1.262956978,0.352904884,0.223170184
2676,Tamarind nectar canned,SUGARS SWEETS AND CONFECTIONERY,Sugars syrups,Cup (251g),143.07,35.72,0.23,0,0,1.26,0,17.57,7.1535,11.90666667,0.306666667,0,0,5.04,0,0.732083333,0.624129591,4.754330808,0.583103061,1.356061166,0
2677,Tamarind paste,MISCELLANEOUS,Herbs spices condiments,Tablespoon (23g),54.74,12.83,0.62,0.92,0.42,1.17,0,973.13,2.737,4.276666667,0.826666667,1.4375,2.1,4.68,0,40.54708333,0.27193908,15.74152778,4.212343532,0.242669512,0.013770394
2678,Tandoori chicken,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-20cm (150g),246,4.05,27.6,13.35,4.01,0.3,127.5,211.5,12.3,1.35,36.8,20.859375,20.05,1.2,42.5,8.8125,1.104315549,10.67850379,0.802895022,0.908411773,0.199820386
2679,Tang hoon raw,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Packet (190g),615.6,152.57,0.76,0.38,0.19,9.12,0,31.35,30.78,50.85666667,1.013333333,0.59375,0.95,36.48,0,1.30625,1.087395092,18.35454545,0.577550203,2.269829859,0.005687771
2680,Tanghoon raw,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',1 portion (100g),189,46.5,0.8,0.1,0.03,2.2,0,0,9.45,15.5,1.066666667,0.15625,0.15,8.8,0,0,0.923530747,5.755113636,0.550728578,2.055555556,0.001496782
2681,Tangyuen in peanut soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-soup (16 and 1/2 cm) (320g),568.32,56.99,15.01,31.14,14.08,8.64,0,33.28,28.416,18.99666667,20.01333333,48.65625,70.4,34.56,0,1.386666667,1.148578735,22.87491162,0.777635016,1.089259102,0.46609789
2682,Tangyuen with red bean filling soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-soup (16 and 1/2 cm) (337g),446.86,68.31,11.15,14.32,4.58,4.45,0,33.03,22.343,22.77,14.86666667,22.375,22.9,17.8,0,1.37625,1.152815292,15.99102273,0.685045741,1.401423947,0.214339171
2683,Tangyuen with sesame filling soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-soup (16 and 1/2 cm) (327g),493.77,64.81,10.43,21.42,9.12,14.85,0,32.7,24.6885,21.60333333,13.90666667,33.46875,45.6,59.4,0,1.3625,2.017949265,17.99950758,0.70068348,2.046214754,0.320610687
2684,Tangyuen with yam paste filling soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-soup (16 and 1/2 cm) (343g),313.85,37.11,9.43,14.2,3.7,13.48,0,20.24,15.6925,12.37,12.57333333,22.1875,18.5,53.92,0,0.843333333,3.724819512,10.8745202,0.651461447,3.79573294,0.212543032
2685,Tangyuen frozen no filling,OTHER MIXED ETHNIC DISHES,Local cakes desserts and snacks,Whole (20g),24.8,5.64,0.4,0.06,0.01,0,0,0.2,1.24,1.88,0.533333333,0.09375,0.05,0,0,0.008333333,0.3065668,1.050997475,0.469195301,0.82156611,0.000898069
2686,Tangyuen frozen peanut,OTHER MIXED ETHNIC DISHES,Local cakes desserts and snacks,Gram (1g),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,,0
2687,Tangyuen frozen red bean,OTHER MIXED ETHNIC DISHES,Local cakes desserts and snacks,Whole (20g),61,9.34,0,2.34,1.17,0,0,0,3.05,3.113333333,0,3.65625,5.85,0,0,0,0,2.684204545,0.662766554,0,0.035024697
2688,Tangyuen frozen sesame filling,OTHER MIXED ETHNIC DISHES,Local cakes desserts and snacks,Piece (20.67g),77.1,8.95,1.03,4.13,2.07,0,0,0,3.855,2.983333333,1.373333333,6.453125,10.35,0,0,0,0.185992301,3.569223485,0.735164466,0.193359146,0.061817093
2689,Tangyuen peanut filling,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (22g),86.02,10.3,1.19,4.44,2.28,0.48,0,1.1,4.301,3.433333333,1.586666667,6.9375,11.4,1.92,0,0.045833333,0.431478384,3.851414141,0.72654483,0.445380553,0.066457117
2690,Tangyuen red bean filling,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (21g),68.25,9.98,0.99,2.71,1.55,0.59,0,1.26,3.4125,3.326666667,1.32,4.234375,7.75,2.36,0,0.0525,0.588628763,2.900473485,0.657331101,0.656263932,0.04056279
2691,Tao kwa pow,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Piece (120g),187.2,9.36,12.6,11.04,4.43,1.92,28.8,751.2,9.36,3.12,16.8,17.25,22.15,7.68,9.6,31.3,0.804041707,17.41848485,1.681320931,0.676149703,0.165244724
2692,Tapioca chip deep fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Packet (100g),490.44,66.3,1.5,24.4,11.1,3.7,0,215,24.522,22.1,2,38.125,55.5,14.8,0,8.958333333,0.372525467,23.61565657,0.925305876,0.377611532,0.365214788
2693,Tapioca fritter,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (49g),126.42,19.6,0.93,4.95,3.72,1.81,0,107.8,6.321,6.533333333,1.24,7.734375,18.6,7.24,0,4.491666667,0.574809917,6.565044192,0.896741455,0.576622317,0.074090705
2694,Tapioca shoots raw,VEGETABLE AND VEGETABLE PRODUCTS,Vegetablesleafy,Cup (40g),22.47,1.92,2.64,0.44,0.08,0.8,0,6.8,1.1235,0.64,3.52,0.6875,0.4,3.2,0,0.283333333,5.226958813,0.79270202,0.373299751,7.438428189,0.00658584
2695,Tapioca with coconut milk,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Plate-20cm (70g),80.99,16.53,0.44,1.46,1.18,1.46,0,28.21,4.0495,5.51,0.586666667,2.28125,5.9,5.84,0,1.175416667,0.912623841,3.312222222,0.655950534,1.15536446,0.021853016
2696,Tapioca raw peeled,VEGETABLE AND VEGETABLE PRODUCTS,Starchy rootstuberscorms and stems,Whole (572g),803.26,173.89,6.29,1.14,0,26.31,0,11.44,40.163,57.96333333,8.386666667,1.78125,0,105.24,0,0.476666667,2.980602333,18.97445707,0.460959043,5.591909382,0.017063314
2697,Taro dried,VEGETABLE AND VEGETABLE PRODUCTS,Starchy rootstuberscorms and stems,Gram (1g),2.84,0.67,0.04,0.01,0,0.01,0,0,0.142,0.223333333,0.053333333,0.015625,0,0.04,0,0,0.168837434,0.418541667,0.366498832,1.314553991,0.000149678
2698,Taro raw peeled,VEGETABLE AND VEGETABLE PRODUCTS,Starchy rootstuberscorms and stems,Slice (22g),24.68,5.15,0.42,0,0,0.77,0,1.32,1.234,1.716666667,0.56,0,0,3.08,0,0.055,2.344317197,0.882575758,0.395065245,5.647788984,0
2699,Tarragon ground,MISCELLANEOUS,Herbs spices condiments,Tablespoon (4.8g),14.18,2.41,1.09,0.35,0.09,0.36,0,2.99,0.709,0.803333333,1.453333333,0.546875,0.45,1.44,0,0.124583333,2.387996989,0.805637626,0.471408792,4.508212686,0.005238737
2700,Tart custard individual commercial,CEREAL AND CEREAL PRODUCTS,Cakes and pastries(eg cakes mixescroissants),Piece (135g),340.4,39.02,8.1,16.88,8.51,1.35,70.2,348.3,17.02,13.00666667,10.8,26.375,42.55,5.4,23.4,14.5125,0.361024727,18.52856061,1.028222009,0.332367348,0.252656788
2701,Tart jam individual commercial,CEREAL AND CEREAL PRODUCTS,Cakes and pastries(eg cakes mixescroissants),Whole (45g),167.51,25.52,1.26,6.98,3.47,0.41,7.65,112.05,8.3755,8.506666667,1.68,10.90625,17.35,1.64,2.55,4.66875,0.192686462,8.568636364,0.913939135,0.201552623,0.104475378
2702,Tau suan with dough fritters,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,1 portion (300g),288,59.4,7.5,2.4,2.07,15.6,-3,99,14.4,19.8,10,3.75,10.35,62.4,-1,4.125,4.039973621,8.267424242,0.53684573,5.194618834,0.035922766
2703,Tauhu goreng,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-soup (16 and 1/2 cm) (403g),769.73,58.03,35.87,43.93,17.33,12.09,0,4094.48,38.4865,19.34333333,47.82666667,68.640625,86.65,48.36,0,170.6033333,0.767172696,85.64980429,2.169090811,0.650481645,0.657536297
2704,Tauhu telur,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Plate-20cm (317g),811.2,20.89,34.27,65.62,26.5,9.61,224.44,532.24,40.56,6.963333333,45.69333333,102.53125,132.5,38.44,74.81333333,22.17666667,0.764426471,43.26991162,1.041143205,0.623094489,0.982188295
2705,Taupok stuffed with beansprouts with sweet prawn paste,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (83g),205.71,17.02,9.38,11.04,3.57,6.39,0,185.92,10.2855,5.673333333,12.50666667,17.25,17.85,25.56,0,7.746666667,2.335514659,9.954040404,0.882020327,2.121759648,0.165244724
2706,Tea instant sweetened lemon flavour powder,BEVERAGES,Non-alcoholic beverages,Scoop (46g),177.12,44.9,0.28,0.14,0.02,0,0,2.3,8.856,14.96666667,0.373333333,0.21875,0.1,0,0,0.095833333,0.035381538,5.880618687,0.596653682,0.082487894,0.002095495
2707,tea leaf egg,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Egg based dishes,Whole (63g),82.53,0,8.44,5.42,1.69,0,198.45,534.87,4.1265,0,11.25333333,8.46875,8.45,0,66.15,22.28625,0.275782521,10.585,2.064761533,0.222810157,0.08112558
2708,Tea with evaporated milk and sugar,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (314g),128.74,21.98,3.14,3.14,1.51,0.63,0,28.26,6.437,7.326666667,4.186666667,4.90625,7.55,2.52,0,1.1775,0.700709258,4.949128788,0.665473818,0.884521965,0.046998952
2709,Tea with sugar,BEVERAGES,Non-alcoholic beverages,Cup (255g),63.75,16.07,0,0,0,0,0,0,3.1875,5.356666667,0,0,0,0,0,0,0,2.281212121,0.544767074,0,0
2710,Tea bubble,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (400g),160,26.8,0.4,6,1.4,0,0,8,8,8.933333333,0.533333333,9.375,7,0,0,0.333333333,0.051127121,6.817929293,0.757547699,0.069565217,0.089806915
2711,Tea bubble passion fruit without pearl,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (372g),159.96,37.94,0.74,0.37,0,0,0,18.6,7.998,12.64666667,0.986666667,0.578125,0,0,0,0.775,0.104655633,5.383162879,0.598262156,0.224932558,0.005538093
2712,Tea bubble red without pearl,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (360g),111.6,27.72,0,0,0,0,0,14.4,5.58,9.24,0,0,0,0,0,0.6,0,3.893333333,0.591691996,0,0
2713,Tea bubble with milk,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (400g),232,24.4,0.8,14.4,13.4,0,0,32,11.6,8.133333333,1.066666667,22.5,67,0,0,1.333333333,0.029693616,11.23535354,0.891694725,0.026688907,0.215536596
2714,Tea bubblepassion fruit with milk and without pearl,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (378g),272.16,51.03,1.13,7.18,5.14,0,0,68.04,13.608,17.01,1.506666667,11.21875,25.7,0,0,2.835,0.061048712,11.20337121,0.766933955,0.071502582,0.107468942
2715,Tea herbal other than chamomile brewed,BEVERAGES,Non-alcoholic beverages,Cup (237g),2.37,0.47,0,0,0,0,0,2.37,0.1185,0.156666667,0,0,0,0,0,0.09875,0,0.423219697,0.37838149,0,0
2716,Tea powder unsweetened instant,BEVERAGES,Non-alcoholic beverages,Teaspoon (.7g),2.21,0.35,0.14,0,0,0.06,0,0.5,0.1105,0.116666667,0.186666667,0,0,0.24,0,0.020833333,0.86244916,0.375429293,0.338072303,6.497461929,0
2717,Tea with condensed milk less sweet,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (260g),114.4,20.02,2.34,2.86,1.43,3.12,0,26,5.72,6.673333333,3.12,4.46875,7.15,12.48,0,1.083333333,1.848447419,4.232512626,0.629838188,2.236024845,0.042807963
2718,Tea with sugar less sweet,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (375g),78.75,19.13,0.38,0,0,0.38,0,13.5,3.9375,6.376666667,0.506666667,0,0,1.52,0,0.5625,0.411316113,2.793560606,0.565784427,0.900740741,0
2719,Teh,BEVERAGES,Non-alcoholic beverages,Cup (260g),153.4,23.92,2.34,2.86,1.43,3.12,0,26,7.67,7.973333333,3.12,4.46875,7.15,12.48,0,1.083333333,1.593985707,4.705239899,0.542703564,1.961852861,0.042807963
2720,Teh C kosong,BEVERAGES,Non-alcoholic beverages,Cup (100g),26,2.2,1.1,1.4,0.7,0.6,0,15,1.3,0.733333333,1.466666667,2.1875,3.5,2.4,0,0.625,1.379608606,1.464772727,0.636857708,1.425499232,0.020954947
2721,Teh halia,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (180g),73.8,11.88,1.26,2.34,1.15,0,1.8,18,3.69,3.96,1.68,3.65625,5.75,0,0.6,0.75,0.260707635,3.242083333,0.691275764,0.311399444,0.035024697
2722,Teh O,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (375g),112.5,28.13,0.38,0,0,0.38,0,13.5,5.625,9.376666667,0.506666667,0,0,1.52,0,0.5625,0.293236874,3.884469697,0.586335049,0.655084175,0
2723,Teh tarik,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (363g),228.69,41.02,2.54,6.17,3.09,0.73,0,36.66,11.4345,13.67333333,3.386666667,9.640625,15.45,2.92,0,1.5275,0.357821737,8.93967803,0.718941496,0.443943873,0.092351444
2724,Tempeh with long beans and taukwa stir fried Malay style,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Plate-16cm (172g),418.9,18.92,18.4,29.76,13.42,12.21,0,1135.2,20.945,6.306666667,24.53333333,46.5,67.1,48.84,0,47.3,1.321708638,32.41333333,1.477025898,1.084241506,0.445442299
2725,Tempeh with sambal fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Plate-16cm (62.45g),157.38,4.02,8.56,11.9,0.42,3.92,0,387.19,7.869,1.34,11.41333333,18.59375,2.1,15.68,0,16.13291667,2.495859449,11.9210101,1.344121107,2.075965047,0.178117048
2726,Tempura prawn,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Piece (30g),109.8,7.77,3.18,7.35,3.3,0.33,11.1,38.4,5.49,2.59,4.24,11.484375,16.5,1.32,3.7,1.6,0.448452852,5.596609848,0.862343582,0.407475266,0.110013471
2727,Teochew braised goose,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-23cm (120g),234,0.24,19.32,17.4,5.28,0,38.4,807.6,11.7,0.08,25.76,27.1875,26.4,0,12.8,33.65,0.752009002,20.64159091,1.625322119,0.609343584,0.260440054
2728,Tequila sunrise,BEVERAGES,Alcoholic beverages,Glass (250ml) (172g),189.2,14.79,0.52,0.17,0.12,0.17,0,98.04,9.46,4.93,0.693333333,0.265625,0.6,0.68,0,4.085,0.16779592,3.555662879,0.33992953,0.194179333,0.002544529
2729,Teriyaki chicken don,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (369g),582.28,66.68,30.66,21.44,7.05,5.17,163.1,860.51,29.114,22.22666667,40.88,33.5,35.25,20.68,54.36666667,35.85458333,0.864837416,30.90728535,1.026342743,0.796453737,0.320910043
2730,Textured Vegetable protein,NUTS AND SEEDS PULSES AND PRODUCTS,Pulses and products (eg beancurds tempeh),Gram (1g),3.56,0.19,0.52,0.01,0,0.17,0,0.2,0.178,0.063333333,0.693333333,0.015625,0,0.68,0,0.008333333,2.876437584,0.343743687,0.29180279,14.74060823,0.000149678
2731,Thai chicken feet salad,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-16cm (284g),221.52,23.57,19.03,5.68,1.42,4.54,22.72,1692.64,11.076,7.856666667,25.37333333,8.875,7.1,18.16,7.573333333,70.52666667,1.044505867,29.10722222,2.410336388,0.904344454,0.085017213
2732,Thairu,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-soup (16 and 1/2 cm) (291g),224.07,15.13,11.64,13.1,7.71,2.04,32.01,357.93,11.2035,5.043333333,15.52,20.46875,38.55,8.16,10.67,14.91375,0.729987762,13.71416667,1.123789623,0.628639883,0.196078431
2733,Thin pizza crust only,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Sauces gravies and dressings,Slice (22g),84.04,15.47,2.33,1.43,0.26,0.57,-0.22,151.8,4.202,5.156666667,3.106666667,2.234375,1.3,2.28,-0.073333333,6.325,0.741073022,4.992518939,0.959730669,0.916593403,0.021403981
2734,Thosai,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (45g),97.23,17.64,2.03,2.03,0.9,0.63,0,264.15,4.8615,5.88,2.706666667,3.171875,4.5,2.52,0,11.00625,0.47423401,7.121193182,1.214909696,0.513229656,0.030384673
2735,Thosai masala,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (225g),362.25,52.43,8.55,13.28,5.76,4.5,0,778.5,18.1125,17.47666667,11.4,20.75,28.8,18,0,32.4375,0.75169445,23.87219697,1.249035813,0.741020794,0.198772639
2736,Threadfin dried whole,FISH AND FISH PRODUCTS,Fish and roe,Slice (40g),71.22,0,16.04,0.76,0.44,0,77.2,1263.2,3.561,0,21.38666667,1.1875,2.2,0,25.73333333,52.63333333,0.628076262,18.27361111,4.006492241,0.508433611,0.011375543
2737,Threadfin raw,FISH AND FISH PRODUCTS,Fish and roe,Whole (329g),385.3,0,71.39,11.19,6.25,0,118.44,105.28,19.265,0,95.18666667,17.484375,31.25,0,39.48,4.386666667,2.494888955,7.623680556,0.376199386,2.017058398,0.167489897
2738,Threadfinwhole raw,FISH AND FISH PRODUCTS,Fish and roe,Slice (108g),97.31,0.54,21.28,1.08,0.65,0,4.32,55.08,4.8655,0.18,28.37333333,1.6875,3.25,0,1.44,2.295,5.436811123,1.726287879,0.294312144,4.788546194,0.016165245
2739,Thyme ground,MISCELLANEOUS,Herbs spices condiments,Tablespoon (4.3g),11.88,2.75,0.39,0.32,0.12,1.59,0,2.35,0.594,0.916666667,0.52,0.5,0.6,6.36,0,0.097916667,6.338128432,0.673244949,0.422361951,10.65084177,0.004789702
2740,Thyme raw,MISCELLANEOUS,Herbs spices condiments,Teaspoon (.8g),0.81,0.2,0.04,0.01,0,0.11,0,0.07,0.0405,0.066666667,0.053333333,0.015625,0,0.44,0,0.002916667,1.146067258,0.35042298,0.336783258,22.72552783,0.000149678
2741,Tiramisu,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,1 portion (95g),249.85,25.56,5.13,14.16,8.27,0.86,49.4,107.35,12.4925,8.52,6.84,22.125,41.35,3.44,16.46666667,4.472916667,0.303195105,12.19324495,0.903705388,0.274932164,0.21194432
2742,Tofu,NUTS AND SEEDS PULSES AND PRODUCTS,Pulses and products (eg beancurds tempeh),Piece (152g),123.15,5.78,12.31,5.62,0.91,0.61,0,10.94,6.1575,1.926666667,16.41333333,8.78125,4.55,2.44,0,0.455833333,3.356278187,4.039027778,0.564307059,3.377724694,0.084119144
2743,Tofu with minced pork and mushroom,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Plate-16cm (126.97g),117.52,2.46,12.06,6.6,1.54,1.51,15.5,398.42,5.876,0.82,16.08,10.3125,7.7,6.04,5.166666667,16.60083333,1.507265625,9.41959596,1.369923787,1.251715308,0.098787607
2744,Tofu battered deep fried with crabmeat sauce,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Plate-16cm (133.98g),246.04,4.25,11.8,20.2,6.04,1.7,57.49,214.23,12.302,1.416666667,15.73333333,31.5625,30.2,6.8,19.16333333,8.92625,0.776809459,14.13867424,1.062898379,0.638414164,0.302349948
2745,Tom yam noodle soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (930g),604.5,84.63,33.48,13.95,5.49,8.37,9.3,3766.5,30.225,28.21,44.64,21.796875,27.45,33.48,3.1,156.9375,0.792474024,69.1550947,2.214734818,0.717643681,0.208801078
2746,Tomato and egg soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (268.5g),147.19,1.91,5.05,13.26,4.13,0,266.62,947,7.3595,0.636666667,6.733333333,20.71875,20.65,0,88.87333333,39.45833333,0.106516009,20.62387626,2.4671184,0.086136409,0.198473282
2747,Tomato brinjal curry,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (375g),165,18,3.75,8.63,4.91,9.38,15,1248.75,8.25,6,5,13.484375,24.55,37.52,5,52.03125,1.131262706,23.21672348,2.509916052,0.946663884,0.12917228
2748,Tomato juice,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (279g),41.85,8.93,1.12,0.28,0,1.95,0,86.49,2.0925,2.976666667,1.493333333,0.4375,0,7.8,0,3.60375,2.515946167,2.526477273,0.816969207,3.262965401,0.004190989
2749,Tomato juice canned,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Cup (248g),56.9,11.41,2.73,0,0,1.98,0,451.36,2.845,3.803333333,3.64,0,0,7.92,0,18.80666667,1.108096646,7.745252525,2.014369968,1.06781618,0
2750,Tomato sauce,MISCELLANEOUS,Sauces gravies (manufactured),Tablespoon (22g),27.06,5.3,0.24,0.02,0,0.22,0,217.14,1.353,1.766666667,0.32,0.03125,0,0.88,0,9.0475,0.22645316,3.975340909,1.689477649,0.230758137,0.000299356
2751,Tomato cherry raw,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (15g),2.33,0.33,0.08,0.02,0,0.26,0,1.5,0.1165,0.11,0.106666667,0.03125,0,1.04,0,0.0625,2.380053841,0.373068182,0.334140781,12.81191806,0.000299356
2752,Tomato powder,MISCELLANEOUS,Stock cubes / flavourings essence yeast extractsetc,Gram (1g),3.02,0.75,0.13,0,0,0.17,0,1.34,0.151,0.25,0.173333333,0,0,0.68,0,0.055833333,1.504739716,0.422247475,0.366852715,8.251410153,0
2753,Tomato raw,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Whole (55g),12.1,1.98,0.77,0.11,0.03,0.28,0,8.8,0.605,0.66,1.026666667,0.171875,0.15,1.12,0,0.366666667,1.958745783,0.718907828,0.44791765,3.827637444,0.00164646
2754,Tomatoes green raw,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Cup (180g),41.4,7.2,2.16,0.36,0.04,1.98,0,23.4,2.07,2.4,2.88,0.5625,0.2,7.92,0,0.975,4.395116537,1.478560606,0.481615833,6.656394453,0.005388415
2755,Tomatoes stewed,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Cup (101g),79.79,13.18,1.98,2.71,0.53,1.72,0,459.55,3.9895,4.393333333,2.64,4.234375,2.65,6.88,0,19.14791667,0.768865735,9.516521465,1.907309643,0.738344606,0.04056279
