,FoodName,FoodGroup,FoodSubGroup,PerServingHouseholdMeasure,Energy_kcal,Carbohydrate_g,Protein_g,Totalfat_g,Saturatedfat_g,Dietaryfibre_g,Cholestrol_mg,Sodium_mg,Energy_kcal%,Carbohydrate_g%,Protein_g%,Totalfat_g%,Saturatedfat_g%,Dietaryfibre_g%,Cholestrol_mg%,Sodium_mg%,RRR',T',T'c,RRR,TOri
1432,Kuih bangkit,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (4g),15.24,2.7,0.11,0.44,0.3,0.02,2.67,2.6,0.762,0.9,0.146666667,0.6875,1.5,0.08,0.89,0.108333333,0.108248288,0.923459596,0.524097387,0.139045087,0.00658584
1433,Kuih talam ubi kayu,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (68g),109.87,21.35,0.68,2.45,2.04,2.38,0,57.12,5.4935,7.116666667,0.906666667,3.828125,10.2,9.52,0,2.38,1.003657247,4.702102273,0.724124474,1.153807139,0.036671157
1434,Kuini,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (276g),229.08,43.06,2.76,4.97,0,4.14,0,5.52,11.454,14.35333333,3.68,7.765625,0,16.56,0,0.23,1.885475807,7.716117424,0.619569409,3.464566929,0.074390061
1435,Kung po chicken,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,1 portion (209g),505.78,7.11,38.46,35.74,12.75,0,202.73,767.03,25.289,2.37,51.28,55.84375,63.75,0,67.57666667,31.95958333,0.667149927,30.46292929,1.158770942,0.543867766,0.534949858
1436,Kway chap,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (611g),649.85,69.65,32.99,26.27,11.61,4.28,348.27,2303.47,32.4925,23.21666667,43.98666667,41.046875,58.05,17.12,116.09,95.97791667,0.466632195,53.93190025,1.610267978,0.403863604,0.39320461
1437,Kway chap noodles only,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (206g),150.38,27.81,3.5,2.88,1.03,1.24,0,315.18,7.519,9.27,4.666666667,4.5,5.15,4.96,0,13.1325,0.660024042,9.431439394,1.107106397,0.746209846,0.043107319
1438,Kway teow goreng,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (380g),654.83,80.18,18.62,28.88,11.78,5.7,209,1968.4,32.7415,26.72666667,24.82666667,45.125,58.9,22.8,69.66666667,82.01666667,0.438699156,51.74176768,1.533475621,0.391465729,0.432270618
1439,Kway teow soup with beef balls,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (550g),364.13,62.15,18.15,4.4,-5.5,2.2,33,1930.5,18.2065,20.71666667,24.2,6.875,-27.5,8.8,11,80.4375,0.786133557,36.70416667,1.911028384,0.803467082,0.065858404
1440,Kway teow cooked,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-rice (11and 1/2 cm) (200g),280,59.4,3.6,3.06,1.36,0.72,0,24,14,19.8,4.8,4.78125,6.8,2.88,0,1,0.434997528,9.373143939,0.624876263,0.704587156,0.045801527
1441,Kway teow raw,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',1 portion (200g),312,66,4,3.4,1.5,0.8,0,26,15.6,22,5.333333333,5.3125,7.5,3.2,0,1.083333333,0.436332083,10.36830808,0.624596872,0.705720193,0.050890585
1442,Laksa,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (650g),695.5,57.85,27.3,39.65,14.24,3.9,104,7904,34.775,19.28333333,36.4,61.953125,71.2,15.6,34.66666667,329.3333333,0.264985338,137.3015467,3.837918846,0.221288366,0.593474031
1443,Laksa lemak without gravy,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (585g),765.77,63.65,21.59,47.21,33.99,4.45,86.4,1592.96,38.2885,21.21666667,28.78666667,73.765625,169.95,17.8,28.8,66.37333333,0.357326459,54.22207702,1.380100462,0.307085364,0.706630744
1444,Laksa noodles cooked,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-rice (11and 1/2 cm) (200g),278,68.8,0.36,0.18,0.08,0.72,0,34,13.9,22.93333333,0.48,0.28125,0.4,2.88,0,1.416666667,0.202541264,9.151426768,0.614189716,0.42757158,0.002694207
1445,Laksa yong tauhu,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (602g),632.1,50.57,23.48,37.32,23,3.61,60.2,2215.36,31.605,16.85666667,31.30666667,58.3125,115,14.44,20.06666667,92.30666667,0.412794542,56.23184343,1.724638658,0.353285667,0.558599012
1446,Lamb chop,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Piece (117g),187.83,12.73,9.07,9.07,5.39,2.08,26.28,173.21,9.3915,4.243333333,12.09333333,14.171875,26.95,8.32,8.76,7.217083333,0.892326698,8.753895202,0.8424092,0.780347327,0.13575812
1447,Lamb peratal,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-20cm (261g),407.16,15.4,42.02,19.84,8.35,7.57,177.48,3163.32,20.358,5.133333333,56.02666667,31,41.75,30.28,59.16,131.805,0.839819545,55.55075758,2.600934431,0.682069337,0.296961533
1448,Lamb boneless unspec cut cooked lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Cup (190g),574.9,0,49.02,42.37,24.32,0,209,140.6,28.745,0,65.36,66.203125,121.6,0,69.66666667,5.858333333,0.720236259,24.35381944,0.818753385,0.578739983,0.634186499
1449,Lamb boneless unspecified cut cooked lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Cup (190g),356.48,0,58.52,13.49,7.79,0,207.1,152,17.824,0,78.02666667,21.078125,38.95,0,69.03333333,6.333333333,1.465117094,9.470486111,0.503106997,1.18096372,0.201915881
1450,Lamb boneless unspecified cut raw lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Cup (215g),600.19,0,37.84,50.53,19.57,0,165.55,139.75,30.0095,0,50.45333333,78.953125,97.85,0,55.18333333,5.822916667,0.66432905,28.59201389,0.922040468,0.534277214,0.756323904
1451,Lamb boneless unspecified cut raw lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Cup (215g),260.53,0,47.09,7.74,3.87,0,141.9,167.7,13.0265,0,62.78666667,12.09375,19.35,0,47.3,6.9875,1.790548762,6.69375,0.477221688,1.448967661,0.115850921
1452,Lamb breast rolled stuffed baked,MEAT AND MEAT PRODUCTS,Mutton and lamb,Slice (60g),173.4,3.3,11.28,12.9,0,0,36,132,8.67,1.1,15.04,20.15625,0,0,12,5.5,1.325343673,9.285416667,0.960229231,1.149407719,0.193084868
1453,Lamb chump chop grilled lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (85g),240.54,0,25.16,15.64,9.01,0,92.65,61.2,12.027,0,33.54666667,24.4375,45.05,0,30.88333333,2.55,0.916472092,9.329166667,0.716140836,0.74127816,0.234096692
1454,Lamb chump chop grilled lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (85g),171.67,0,27.8,6.63,3.83,0,92.65,64.6,8.5835,0,37.06666667,10.359375,19.15,0,30.88333333,2.691666667,1.48722352,4.683680556,0.488723385,1.209185241,0.099236641
1455,Lamb leg baked lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (64g),143.33,0,18.75,7.62,4.35,0,69.76,42.24,7.1665,0,25,11.90625,21.75,0,23.25333333,1.76,1.137815213,4.88875,0.598634666,0.927130623,0.114054782
1456,Lamb leg baked lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Slice (65g),115.12,0,20.41,3.64,2.08,0,70.85,42.9,5.756,0,27.21333333,5.6875,10.4,0,23.61666667,1.7875,1.598521309,2.825,0.418146832,1.309587305,0.054482862
1457,Lamb leg raw lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (1610g),3251.56,0,323.61,218.96,112.7,0,1159.2,949.9,162.578,0,431.48,342.125,563.5,0,386.4,39.57916667,0.935513027,127.5680556,0.779860712,0.749060051,3.27735369
1458,Lamb leg raw lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (1610g),1804.71,0,367.08,35.42,17.71,0,1062.6,1030.4,90.2355,0,489.44,55.34375,88.55,0,354.2,42.93333333,2.120922267,33.09236111,0.362713649,1.699683954,0.530160156
1459,Lamb midloin chop grilled lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (65g),237.69,0,14.04,20.41,11.83,0,71.5,55.9,11.8845,0,18.72,31.890625,59.15,0,23.83333333,2.329166667,0.476592971,11.73993056,0.911166949,0.385197074,0.30549319
1460,Lamb midloin chop grilled lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (65g),114.81,0,18.07,4.68,2.67,0,70.85,63.7,5.7405,0,24.09333333,7.3125,13.35,0,23.61666667,2.654166667,1.299214863,3.655555556,0.542327061,1.062285059,0.070049394
1461,Lamb midloin chop raw lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (95g),333.77,0,15.49,30.59,16.34,0,77.9,57.95,16.6885,0,20.65333333,47.796875,81.7,0,25.96666667,2.414583333,0.404112345,17.07048611,0.965061261,0.325840089,0.457865589
1462,Lamb midloin chop raw lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (95g),120.11,0,21.47,3.71,1.9,0,62.7,74.1,6.0055,0,28.62666667,5.796875,9.5,0,20.9,3.0875,1.767383663,3.294791667,0.470314991,1.449708387,0.055530609
1463,Lamb ribloin cutlet grilled lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (50g),169.81,0,11.6,13.85,8.01,0,55,40,8.4905,0,15.46666667,21.640625,40.05,0,18.33333333,1.666666667,0.556030898,8.102430556,0.853741168,0.451314673,0.207304296
1464,Lamb ribloin cutlet grilled lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (50g),96.92,0,14.7,4.2,2.4,0,54.5,44,4.846,0,19.6,6.5625,12,0,18.16666667,1.833333333,1.29472071,3.131944444,0.535741438,1.063887532,0.062864841
1465,Lamb ribloin cutlet raw lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (70g),258.32,0,10.5,24.43,12.59,0,57.4,39.2,12.916,0,14,38.171875,62.95,0,19.13333333,1.633333333,0.358486572,13.60173611,0.977417082,0.289757087,0.365663823
1466,Lamb ribloin cutlet raw lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (70g),100.05,0,14.7,4.55,1.69,0,46.2,49.7,5.0025,0,19.6,7.109375,8.45,0,15.4,2.070833333,1.53492743,3.393402778,0.565331575,1.26765118,0.068103577
1467,Lamb shank raw lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (295g),523.86,0,65.79,28.91,14.84,0,209.45,297.95,26.193,0,87.72,45.171875,74.2,0,69.81666667,12.41458333,1.194286702,19.52881944,0.718156123,0.960661029,0.432719653
1468,Lamb shank raw lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (295g),336.32,0,70.51,5.61,2.86,0,194.7,324.5,16.816,0,94.01333333,8.765625,14.3,0,64.9,13.52083333,2.126289728,7.762152778,0.435684372,1.716561096,0.083969466
1469,Lamb shank simmered lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (235g),524.03,0,74.97,24.68,14.17,0,256.15,185.65,26.2015,0,99.96,38.5625,70.85,0,85.38333333,7.735416667,1.307211765,15.76597222,0.579599368,1.051268534,0.369405778
1470,Lamb shank simmered lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (235g),424.06,0,81.31,10.58,6.04,0,256.15,195.05,21.203,0,108.4133333,16.53125,30.2,0,85.38333333,8.127083333,1.857494256,8.552777778,0.385208205,1.496249772,0.158359527
1471,Lamb shoulder baked lean and fat,MEAT AND MEAT PRODUCTS,Mutton and lamb,Whole (43g),123.84,0,11.14,8.9,5.12,0,47.3,37.84,6.192,0,14.85333333,13.90625,25.6,0,15.76666667,1.576666667,0.740661942,5.494305556,0.763946824,0.604588687,0.133213591
1472,Lamb shoulder baked lean only,MEAT AND MEAT PRODUCTS,Mutton and lamb,Cup (30g),55.93,0,9.12,2.13,1.22,0,32.7,29.1,2.7965,0,12.16,3.328125,6.1,0,10.9,1.2125,1.381253124,1.846875,0.486467799,1.157599124,0.031881455
1473,Lap cheong,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Piece (50g),299,14.2,10.9,22.1,8.5,0.35,24,865,14.95,4.733333333,14.53333333,34.53125,42.5,1.4,8,36.04166667,0.370446043,25.53642677,1.601029891,0.313983086,0.330788804
1474,Lasagne/Lasagna Beef Restaurant Style Ready-to-eat,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',1 portion (352g),461.12,39.42,27.81,19.71,8.1,7.39,59.84,795.52,23.056,13.14,37.08,30.796875,40.5,29.56,19.94666667,33.14666667,1.288510233,25.53027146,1.061284979,1.142569753,0.295015716
1475,Lassi sour,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Glass (250ml) (244g),122,15.86,4.15,4.64,3.17,0,2.44,68.32,6.1,5.286666667,5.533333333,7.25,15.85,0,0.813333333,2.846666667,0.427254434,5.621313131,0.791734244,0.432122869,0.069450681
1476,Lassi sweet,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Glass (250ml) (192.48g),78.92,8.08,0.38,5,3.35,0,19.25,34.65,3.946,2.693333333,0.506666667,7.8125,16.75,0,6.416666667,1.44375,0.038980838,4.398143939,0.889232499,0.035485311,0.074839096
1477,Leek raw,VEGETABLE AND VEGETABLE PRODUCTS,Vegetablesleafy,Cup (94g),23.5,3.85,1.79,0.09,0.02,1.79,0,1.88,1.175,1.283333333,2.386666667,0.140625,0.1,7.16,0,0.078333333,7.692908771,0.656016414,0.301616742,14.10837438,0.001347104
1478,Lemon flavoured soft drink,BEVERAGES,Non-alcoholic beverages,Can (330g),149.99,38.61,0,0,0,0,0,42.9,7.4995,12.87,0,0,0,0,0,1.7875,0,5.609166667,0.659940781,0,0
1479,Lemon flavouring,MISCELLANEOUS,Others,Gram (1g),4,0.9,0.02,0.03,0,0.01,0,1.1,0.2,0.3,0.026666667,0.046875,0,0.04,0,0.045833333,0.106192982,0.472114899,0.393429082,0.542372881,0.000449035
1480,Lemon lime soda,BEVERAGES,Non-alcoholic beverages,Can (330g),132,34.32,0,0,0,0,0,36.3,6.6,11.44,0,0,0,0,0,1.5125,0,4.9975,0.657565789,0,0
1481,Lemon peel fresh,MISCELLANEOUS,Others,Tablespoon (6g),2.82,0.96,0.09,0.02,0,0.64,0,0.36,0.141,0.32,0.12,0.03125,0,2.56,0,0.015,5.265790226,0.387537879,0.339647571,34.35897436,0.000299356
1482,Lemonade soft drink,BEVERAGES,Non-alcoholic beverages,Can (330g),132.63,34.32,0,0,0,0,0,52.8,6.6315,11.44,0,0,0,0,0,2.2,0,5.226666667,0.684880648,0,0
1483,Lemonade frozen concentrate white,SUGARS SWEETS AND CONFECTIONERY,Sugars syrups,Can (219g),429.24,99.84,0.48,1.53,0.05,0.66,0,15.33,21.462,33.28,0.64,2.390625,0.25,2.64,0,0.63875,0.138009489,13.36494318,0.595002368,0.293502455,0.022900763
1484,Lemons raw with peel,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (110.2g),22.04,11.79,1.32,0.33,0,5.18,0,3.31,1.102,3.93,1.76,0.515625,0,20.72,0,0.137916667,12.10280137,1.352392677,0.643383766,36.26050138,0.00493938
1485,Lengkuas raw,VEGETABLE AND VEGETABLE PRODUCTS,Starchy rootstuberscorms and stems,Piece (11g),3.97,0.72,0.1,0.08,0.02,0.3,0,0.22,0.1985,0.24,0.133333333,0.125,0.1,1.2,0,0.009166667,2.282489158,0.428964646,0.357917936,8.667388949,0.001197426
1486,Lentil with rice,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,1 portion (282g),335.58,49.63,16.36,7.9,3.44,9.59,16.92,501.96,16.779,16.54333333,21.81333333,12.34375,17.2,38.36,5.64,20.915,1.976940801,16.27291667,0.915288636,1.988083832,0.118245772
1487,Lentil dried uncooked,NUTS AND SEEDS PULSES AND PRODUCTS,Pulses and products (eg beancurds tempeh),Cup (190g),544.03,66.5,45.98,3.8,0.57,26.03,0,9.5,27.2015,22.16666667,61.30666667,5.9375,2.85,104.12,0,0.395833333,8.958699017,7.34989899,0.260620853,10.86641414,0.056877713
1488,Lentil with spinach and spices stewed,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Bowl-soup (16 and 1/2 cm) (378.59g),227.15,24.61,12.49,8.71,3.18,7.19,0,787.47,11.3575,8.203333333,16.65333333,13.609375,15.9,28.76,0,32.81125,1.684388465,17.91839015,1.450001226,1.512045226,0.130369705
1489,Lentils dhal yellow,NUTS AND SEEDS PULSES AND PRODUCTS,Pulses and products (eg beancurds tempeh),Cup (191g),639.85,121.09,36.67,0.96,0.13,58.26,0,64.94,31.9925,40.36333333,48.89333333,1.5,0.65,233.04,0,2.705833333,11.90685222,9.351035354,0.283429123,15.95171861,0.014369106
1490,Lettuce drink,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Bottle (250g),110,26.25,1,0,0,0.5,0,10,5.5,8.75,1.333333333,0,0,2,0,0.416666667,0.511865984,3.593434343,0.552836053,1.126760563,0
1491,Licorice,SUGARS SWEETS AND CONFECTIONERY,Confectionery (eg chocolates),Piece (13g),29.67,6.75,0.64,0.1,0.08,0.39,0,15.6,1.4835,2.25,0.853333333,0.15625,0.4,1.56,0,0.65,1.032004582,1.372992424,0.552845752,1.90513782,0.001496782
1492,Light beer,BEVERAGES,Alcoholic beverages,Can (500g),140,6.5,1,0,0,0,0,15,7,2.166666667,1.333333333,0,0,0,0,0.625,0.303343675,1.329545455,0.166193182,0.349726776,0
1493,Lily bud dried,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Cup (54.44g),108.34,14.81,10.56,0.76,0.16,4.19,0,32.23,5.417,4.936666667,14.08,1.1875,0.8,16.76,0,1.342916667,6.206862483,2.464078283,0.383992252,8.158820093,0.011375543
1494,Lime,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (small) (35g),22.4,4.2,0.49,0.39,0,1.44,0,1.75,1.12,1.4,0.653333333,0.609375,0,5.76,0,0.072916667,5.015819597,0.895309343,0.422315728,10.75235767,0.005837449
1495,Lime musk raw,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (22.4g),5.6,1.14,0.09,0.07,0,0.92,0,0.9,0.28,0.38,0.12,0.109375,0,3.68,0,0.0375,6.797853309,0.408958333,0.319498698,23.93700787,0.001047747
1496,Liqueur coffee,BEVERAGES,Alcoholic beverages,1 portion (30g),100.8,14.04,0.03,0.09,0.03,0,0,2.4,5.04,4.68,0.04,0.140625,0.15,0,0,0.1,0.008775429,2.115359848,0.35022514,0.015122873,0.001347104
1497,Liqueur coffee with cream,BEVERAGES,Alcoholic beverages,1 portion (30g),98.1,6.27,0.84,4.71,2.91,0,0,27.6,4.905,2.09,1.12,7.359375,14.55,0,0,1.15,0.117228386,3.929791667,0.665502399,0.108711478,0.070498428
1498,Liver roll ngoh hiang,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Cylindrical Piece/Tube (74g),276.02,10.95,9.92,21.39,10.43,1.18,65.12,488.4,13.801,3.65,13.22666667,33.421875,52.15,4.72,21.70666667,20.35,0.398600832,19.44153409,1.313528416,0.332322088,0.320161652
1499,Liver sausage pork mildly seasoned cured,MEAT AND MEAT PRODUCTS,Pork,Slice (18g),58.72,0.4,2.54,5.13,1.91,0,28.44,154.8,2.936,0.133333333,3.386666667,8.015625,9.55,0,9.48,6.45,0.286409001,5.203693182,1.32207652,0.238363363,0.076784912
1500,Lo han chai,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Plate-16cm (174g),156.6,5.74,5.05,12.53,5.22,2.61,0,765.6,7.83,1.913333333,6.733333333,19.578125,26.1,10.44,0,31.9,0.631668116,17.87210227,2.024020642,0.521747937,0.187546774
1501,Lobster cooked,FISH AND FISH PRODUCTS,Crustaceans (eg crabs lobsters crayfish),Cup (165g),160.66,0,36.3,1.49,0.33,0,191.4,504.9,8.033,0,48.4,2.328125,1.65,0,63.8,21.0375,1.266743788,8.121875,0.899133732,1.024116462,0.022302051
1502,Lobster raw,FISH AND FISH PRODUCTS,Crustaceans (eg crabs lobsters crayfish),Piece (45g),37.32,0.23,8.1,0.45,0.14,0,54.45,43.65,1.866,0.076666667,10.8,0.703125,0.7,0,18.15,1.81875,1.143177166,1.201837121,0.419343029,0.95851962,0.006735519
1503,Longan canned in syrup with syrup,FRUIT AND FRUIT PRODUCTS,Processed fruits (canned pickled juices etc),Cup (270g),183.6,45.9,1.08,0,0,1.62,0,16.2,9.18,15.3,1.44,0,0,6.48,0,0.675,0.734508052,5.925606061,0.58208311,1.607305936,0
1504,Longan canned drained,FRUIT AND FRUIT PRODUCTS,Processed fruits (canned pickled juices etc),Can (256g),220.16,51.97,1.54,0.51,0.15,3.07,0,35.84,11.008,17.32333333,2.053333333,0.796875,0.75,12.28,0,1.493333333,1.11863278,7.024008838,0.584944107,2.163304322,0.007633588
1505,Longan dried,FRUIT AND FRUIT PRODUCTS,Processed fruits (canned pickled juices etc),Piece (2.42g),6.61,1.52,0.12,0,0,0.05,0,0.08,0.3305,0.506666667,0.16,0,0,0.2,0,0.003333333,0.481701037,0.512626263,0.385288435,2.156764853,0
1506,Longan dried flesh only,FRUIT AND FRUIT PRODUCTS,Processed fruits (canned pickled juices etc),Dessertspoon (13.3g),41.63,9.51,0.59,0.13,0,0.27,0,0.93,2.0815,3.17,0.786666667,0.203125,0,1.08,0,0.03875,0.720136826,1.533958333,0.497795987,1.760798648,0.001945816
1507,Longbeans boiled,VEGETABLE AND VEGETABLE PRODUCTS,Legumes (eg fresh beanspeas in pods),Cup (104g),48.88,9.55,2.63,0.1,0.03,2.7,0,4.16,2.444,3.183333333,3.506666667,0.15625,0.15,10.8,0,0.173333333,5.715129623,1.273497475,0.369772786,10.33967719,0.001496782
1508,Longbeans raw,VEGETABLE AND VEGETABLE PRODUCTS,Legumes (eg fresh beanspeas in pods),Cup (118g),35.54,5.66,2.6,0.24,0.06,3.07,0,11.8,1.777,1.886666667,3.466666667,0.375,0.3,12.28,0,0.491666667,8.727812639,0.936161616,0.337112573,12.26057617,0.003592277
1509,Longbeans with egg stir fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Plate-20cm (168g),137.76,3.7,7.22,10.48,3.95,3.7,18.48,549.36,6.888,1.233333333,9.626666667,16.375,19.75,14.8,6.16,22.89,1.077241509,13.42166667,1.70152975,0.877268592,0.156862745
1510,Longtail shad,FISH AND FISH PRODUCTS,Fish and roe,Whole (378g),619.92,0,68.8,38.39,19.73,0,139.86,257.04,30.996,0,91.73333333,59.984375,98.65,0,46.62,10.71,1.220013902,23.898125,0.74690977,0.981231103,0.574614579
1511,Lontong goreng,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-16cm (146.9g),219.19,17.41,10.65,11.88,5.01,2.23,30.36,516.65,10.9595,5.803333333,14.2,18.5625,25.05,8.92,10.12,21.52708333,0.779221655,15.53652778,1.299095094,0.683451598,0.177817692
1512,Loofah angled gourd,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Whole (141g),28.31,4.09,1.55,0.56,0.04,0.85,0,63.45,1.4155,1.363333333,2.066666667,0.875,0.2,3.4,0,2.64375,2.122999832,1.898977273,0.786163226,2.566962102,0.008381979
1513,Loofah smooth raw,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Whole (500g),109.95,17,4.5,2.5,0.2,3,0,145,5.4975,5.666666667,6,3.90625,1,12,0,6.041666667,2.415449115,5.346275253,0.822820354,2.871004187,0.037419548
1514,Loquat raw peeled,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (20g),5.84,0.98,0.2,0.04,0,0.34,0,0.4,0.292,0.326666667,0.266666667,0.0625,0,1.36,0,0.016666667,2.638304565,0.43729798,0.338465929,10.5399568,0.000598713
1515,Lor bak,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (226g),865.58,3.62,39.1,77.29,26.17,0.9,131.08,1249.78,43.279,1.206666667,52.13333333,120.765625,130.85,3.6,43.69333333,52.07416667,0.512470458,58.27629419,1.316115861,0.412997822,1.156862745
1516,Lor mai kai,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,1 portion (195g),421.4,72.15,11.7,9.56,3.51,8.78,42.9,778.05,21.07,24.05,15.6,14.9375,17.55,35.12,14.3,32.41875,1.159236,23.79996212,1.078385234,1.188674547,0.143092351
1517,Lor mee,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (540g),383.4,55.08,14.58,11.34,4.86,6.48,140.4,2538,19.17,18.36,19.44,17.71875,24.3,25.92,46.8,105.75,0.528196746,47.38049242,2.349057631,0.462809917,0.16973507
1518,Lor mee (NEW),MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (640g),595.2,84.48,25.6,17.28,6.85,4.48,109.44,3315.2,29.76,28.16,34.13333333,27,34.25,17.92,36.48,138.1333333,0.484281489,65.07474747,2.115563962,0.43628033,0.258643916
1519,Lotus paste with salted egg pastry,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (25g),106.25,11.83,1.85,5.73,2.76,0.33,26.5,18.5,5.3125,3.943333333,2.466666667,8.953125,13.8,1.32,8.833333333,0.770833333,0.279265186,4.968592172,0.78710371,0.263726059,0.085765604
1520,Lotus root soup with dried squid,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (352.4g),137.44,3.88,21.5,4.23,1.48,1.76,102.2,422.88,6.872,1.293333333,28.66666667,6.609375,7.4,7.04,34.06666667,17.62,1.317986502,8.666761364,1.100960539,1.082698255,0.063313875
1521,Lotus root soup with pork ribs,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (497.4g),129.58,8.95,14.42,3.98,-4.97,4.48,79.58,875.42,6.479,2.983333333,19.22666667,6.21875,-24.85,17.92,26.52666667,36.47583333,1.965142857,15.10667929,2.019879569,1.664594139,0.05957192
